"SpcRecID","Scientific name","English name","Family","Global IUCN Red List Category"
"16","Nothocercus bonapartei","Highland Tinamou","Tinamidae (Tinamous)","LC"
"14","Tinamus major","Great Tinamou","Tinamidae (Tinamous)","LC"
"21","Crypturellus soui","Little Tinamou","Tinamidae (Tinamous)","LC"
"29","Crypturellus kerriae","Choco Tinamou","Tinamidae (Tinamous)","VU"
"92","Chamaepetes unicolor","Black Guan","Cracidae (Guans, Chachalacas, Curassows)","LC"
"79","Penelope purpurascens","Crested Guan","Cracidae (Guans, Chachalacas, Curassows)","NT"
"61","Ortalis cinereiceps","Grey-headed Chachalaca","Cracidae (Guans, Chachalacas, Curassows)","LC"
"103","Crax rubra","Great Curassow","Cracidae (Guans, Chachalacas, Curassows)","VU"
"1016868","Colinus cristatus","Crested Bobwhite","Odontophoridae (New World quails)","LC"
"324","Odontophorus gujanensis","Marbled Wood-quail","Odontophoridae (New World quails)","LC"
"326","Odontophorus melanotis","Black-eared Wood-quail","Odontophoridae (New World quails)","NT"
"327","Odontophorus erythrops","Rufous-fronted Wood-quail","Odontophoridae (New World quails)","LC"
"332","Odontophorus dialeucos","Tacarcuna Wood-quail","Odontophoridae (New World quails)","LC"
"335","Odontophorus leucolaemus","Black-breasted Wood-quail","Odontophoridae (New World quails)","LC"
"338","Odontophorus guttatus","Spotted Wood-quail","Odontophoridae (New World quails)","LC"
"342","Rhynchortyx cinctus","Tawny-faced Quail","Odontophoridae (New World quails)","NT"
"354","Dendrocygna autumnalis","Black-bellied Whistling-duck","Anatidae (Ducks, Geese, Swans)","LC"
"349","Dendrocygna bicolor","Fulvous Whistling-duck","Anatidae (Ducks, Geese, Swans)","LC"
"356","Nomonyx dominicus","Masked Duck","Anatidae (Ducks, Geese, Swans)","LC"
"409","Cairina moschata","Muscovy Duck","Anatidae (Ducks, Geese, Swans)","LC"
"9857","Sarkidiornis sylvicola","American Comb Duck","Anatidae (Ducks, Geese, Swans)","LC"
"475","Aythya collaris","Ring-necked Duck","Anatidae (Ducks, Geese, Swans)","LC"
"483","Aythya affinis","Lesser Scaup","Anatidae (Ducks, Geese, Swans)","LC"
"448","Spatula clypeata","Northern Shoveler","Anatidae (Ducks, Geese, Swans)","LC"
"444","Spatula cyanoptera","Cinnamon Teal","Anatidae (Ducks, Geese, Swans)","LC"
"443","Spatula discors","Blue-winged Teal","Anatidae (Ducks, Geese, Swans)","LC"
"430","Mareca americana","American Wigeon","Anatidae (Ducks, Geese, Swans)","LC"
"457","Anas acuta","Northern Pintail","Anatidae (Ducks, Geese, Swans)","LC"
"3632","Tachybaptus dominicus","Least Grebe","Podicipedidae (Grebes)","LC"
"3633","Podilymbus podiceps","Pied-billed Grebe","Podicipedidae (Grebes)","LC"
"3648","Phaethon aethereus","Red-billed Tropicbird","Phaethontidae (Tropicbirds)","LC"
"2758","Eurypyga helias","Sunbittern","Eurypygidae (Sunbittern)","LC"
"2475","Patagioenas leucocephala","White-crowned Pigeon","Columbidae (Pigeons, Doves)","NT"
"2476","Patagioenas speciosa","Scaled Pigeon","Columbidae (Pigeons, Doves)","LC"
"1016546","Patagioenas albilinea","Southern Band-tailed Pigeon","Columbidae (Pigeons, Doves)","LC"
"2484","Patagioenas cayennensis","Pale-vented Pigeon","Columbidae (Pigeons, Doves)","LC"
"2488","Patagioenas plumbea","Plumbeous Pigeon","Columbidae (Pigeons, Doves)","LC"
"2489","Patagioenas subvinacea","Ruddy Pigeon","Columbidae (Pigeons, Doves)","LC"
"2490","Patagioenas nigrirostris","Short-billed Pigeon","Columbidae (Pigeons, Doves)","LC"
"2491","Patagioenas goodsoni","Dusky Pigeon","Columbidae (Pigeons, Doves)","LC"
"2602","Geotrygon montana","Ruddy Quail-dove","Columbidae (Pigeons, Doves)","LC"
"2601","Geotrygon violacea","Violaceous Quail-dove","Columbidae (Pigeons, Doves)","LC"
"2593","Leptotrygon veraguensis","Olive-backed Quail-dove","Columbidae (Pigeons, Doves)","LC"
"2577","Leptotila verreauxi","White-tipped Dove","Columbidae (Pigeons, Doves)","LC"
"2585","Leptotila cassinii","Grey-chested Dove","Columbidae (Pigeons, Doves)","LC"
"2579","Leptotila plumbeiceps","Grey-headed Dove","Columbidae (Pigeons, Doves)","LC"
"2580","Leptotila battyi","Brown-backed Dove","Columbidae (Pigeons, Doves)","VU"
"2589","Zentrygon costaricensis","Buff-fronted Quail-dove","Columbidae (Pigeons, Doves)","LC"
"30132","Zentrygon lawrencii","Purplish-backed Quail-dove","Columbidae (Pigeons, Doves)","LC"
"2595","Zentrygon chiriquensis","Chiriqui Quail-dove","Columbidae (Pigeons, Doves)","LC"
"2596","Zentrygon goldmani","Russet-crowned Quail-dove","Columbidae (Pigeons, Doves)","NT"
"32202","Zenaida asiatica","White-winged Dove","Columbidae (Pigeons, Doves)","LC"
"2554","Zenaida macroura","Mourning Dove","Columbidae (Pigeons, Doves)","LC"
"2562","Columbina passerina","Common Ground-dove","Columbidae (Pigeons, Doves)","LC"
"2563","Columbina minuta","Plain-breasted Ground-dove","Columbidae (Pigeons, Doves)","LC"
"2564","Columbina talpacoti","Ruddy Ground-dove","Columbidae (Pigeons, Doves)","LC"
"2569","Claravis pretiosa","Blue Ground-dove","Columbidae (Pigeons, Doves)","LC"
"2570","Paraclaravis mondetoura","Maroon-chested Ground-dove","Columbidae (Pigeons, Doves)","LC"
"2347","Steatornis caripensis","Oilbird","Steatornithidae (Oilbird)","LC"
"2348","Nyctibius grandis","Great Potoo","Nyctibiidae (Potoos)","LC"
"2351","Nyctibius griseus","Common Potoo","Nyctibiidae (Potoos)","LC"
"2367","Chordeiles minor","Common Nighthawk","Caprimulgidae (Nightjars)","LC"
"2366","Chordeiles acutipennis","Lesser Nighthawk","Caprimulgidae (Nightjars)","LC"
"2362","Lurocalis semitorquatus","Short-tailed Nighthawk","Caprimulgidae (Nightjars)","LC"
"2371","Nyctidromus albicollis","Pauraque","Caprimulgidae (Nightjars)","LC"
"2389","Hydropsalis cayennensis","White-tailed Nightjar","Caprimulgidae (Nightjars)","LC"
"32692","Antrostomus vociferus","Eastern Whip-poor-will","Caprimulgidae (Nightjars)","NT"
"2387","Antrostomus saturatus","Dusky Nightjar","Caprimulgidae (Nightjars)","LC"
"2378","Antrostomus carolinensis","Chuck-will's-widow","Caprimulgidae (Nightjars)","NT"
"2379","Antrostomus rufus","Rufous Nightjar","Caprimulgidae (Nightjars)","LC"
"1701","Cypseloides cryptus","White-chinned Swift","Apodidae (Swifts)","LC"
"1695","Cypseloides niger","Black Swift","Apodidae (Swifts)","VU"
"1693","Streptoprocne rutila","Chestnut-collared Swift","Apodidae (Swifts)","LC"
"1703","Streptoprocne zonaris","White-collared Swift","Apodidae (Swifts)","LC"
"31097","Chaetura fumosa","Costa Rican Swift","Apodidae (Swifts)","LC"
"1754","Chaetura spinicaudus","Band-rumped Swift","Apodidae (Swifts)","LC"
"1756","Chaetura cinereiventris","Grey-rumped Swift","Apodidae (Swifts)","LC"
"1101845","Chaetura vauxi","Vaux's Swift","Apodidae (Swifts)","LC"
"1758","Chaetura pelagica","Chimney Swift","Apodidae (Swifts)","VU"
"1760","Chaetura chapmani","Chapman's Swift","Apodidae (Swifts)","LC"
"1761","Chaetura brachyura","Short-tailed Swift","Apodidae (Swifts)","LC"
"1770","Panyptila cayennensis","Lesser Swallow-tailed Swift","Apodidae (Swifts)","LC"
"1844","Florisuga mellivora","White-necked Jacobin","Trochilidae (Hummingbirds)","LC"
"1824","Eutoxeres aquila","White-tipped Sicklebill","Trochilidae (Hummingbirds)","LC"
"1797","Glaucis aeneus","Bronzy Hermit","Trochilidae (Hummingbirds)","LC"
"1798","Glaucis hirsutus","Rufous-breasted Hermit","Trochilidae (Hummingbirds)","LC"
"1800","Threnetes ruckeri","Band-tailed Barbthroat","Trochilidae (Hummingbirds)","LC"
"1802","Phaethornis yaruqui","White-whiskered Hermit","Trochilidae (Hummingbirds)","LC"
"1803","Phaethornis guy","Green Hermit","Trochilidae (Hummingbirds)","LC"
"1016482","Phaethornis longirostris","Long-billed Hermit","Trochilidae (Hummingbirds)","LC"
"1809","Phaethornis anthophilus","Pale-bellied Hermit","Trochilidae (Hummingbirds)","LC"
"31102","Phaethornis striigularis","Stripe-throated Hermit","Trochilidae (Hummingbirds)","LC"
"1830","Doryfera ludovicae","Green-fronted Lancebill","Trochilidae (Hummingbirds)","LC"
"1846","Colibri delphinae","Brown Violet-ear","Trochilidae (Hummingbirds)","LC"
"1847","Colibri thalassinus","Green Violet-ear","Trochilidae (Hummingbirds)","LC"
"1826","Androdon aequatorialis","Tooth-billed Hummingbird","Trochilidae (Hummingbirds)","LC"
"2077","Heliothryx barroti","Purple-crowned Fairy","Trochilidae (Hummingbirds)","LC"
"1852","Anthracothorax nigricollis","Black-throated Mango","Trochilidae (Hummingbirds)","LC"
"1851","Anthracothorax prevostii","Green-breasted Mango","Trochilidae (Hummingbirds)","LC"
"30143","Anthracothorax veraguensis","Veraguas Mango","Trochilidae (Hummingbirds)","LC"
"1877","Discosura conversii","Green Thorntail","Trochilidae (Hummingbirds)","LC"
"1868","Lophornis delattrei","Rufous-crested Coquette","Trochilidae (Hummingbirds)","LC"
"1873","Lophornis adorabilis","White-crested Coquette","Trochilidae (Hummingbirds)","LC"
"32191","Haplophaedia aureliae","Greenish Puffleg","Trochilidae (Hummingbirds)","LC"
"1988","Heliodoxa jacula","Green-crowned Brilliant","Trochilidae (Hummingbirds)","LC"
"1143638","Eugenes spectabilis","Talamanca Hummingbird","Trochilidae (Hummingbirds)","LC"
"2082","Heliomaster longirostris","Long-billed Starthroat","Trochilidae (Hummingbirds)","LC"
"1902","Panterpe insignis","Fiery-throated Hummingbird","Trochilidae (Hummingbirds)","LC"
"1973","Lampornis hemileucus","White-bellied Mountain-gem","Trochilidae (Hummingbirds)","LC"
"30145","Lampornis calolaemus","Purple-throated Mountain-gem","Trochilidae (Hummingbirds)","LC"
"1016577","Lampornis castaneoventris","White-throated Mountain-gem","Trochilidae (Hummingbirds)","LC"
"2111","Chaetocercus heliodor","Gorgeted Woodstar","Trochilidae (Hummingbirds)","LC"
"2087","Philodice bryantae","Magenta-throated Woodstar","Trochilidae (Hummingbirds)","LC"
"2088","Philodice mitchellii","Purple-throated Woodstar","Trochilidae (Hummingbirds)","LC"
"2095","Archilochus colubris","Ruby-throated Hummingbird","Trochilidae (Hummingbirds)","LC"
"2118","Selasphorus flammula","Volcano Hummingbird","Trochilidae (Hummingbirds)","LC"
"2119","Selasphorus scintilla","Scintillant Hummingbird","Trochilidae (Hummingbirds)","LC"
"2120","Selasphorus ardens","Glow-throated Hummingbird","Trochilidae (Hummingbirds)","EN"
"1881","Chlorostilbon assimilis","Garden Emerald","Trochilidae (Hummingbirds)","LC"
"1861","Klais guimeti","Violet-headed Hummingbird","Trochilidae (Hummingbirds)","LC"
"1838","Campylopterus hemileucurus","Violet Sabrewing","Trochilidae (Hummingbirds)","LC"
"1143683","Chalybura urochrysia","Bronze-tailed Plumeleteer","Trochilidae (Hummingbirds)","LC"
"1143684","Chalybura buffonii","White-vented Plumeleteer","Trochilidae (Hummingbirds)","LC"
"1016602","Thalurania colombica","Crowned Woodnymph","Trochilidae (Hummingbirds)","LC"
"1965","Microchera albocoronata","Snowcap","Trochilidae (Hummingbirds)","LC"
"1963","Microchera chionura","White-tailed Emerald","Trochilidae (Hummingbirds)","LC"
"1916","Goldmania violiceps","Violet-capped Hummingbird","Trochilidae (Hummingbirds)","NT"
"1917","Goldmania bella","Pirre Hummingbird","Trochilidae (Hummingbirds)","NT"
"1960","Eupherusa eximia","Stripe-tailed Hummingbird","Trochilidae (Hummingbirds)","LC"
"1962","Eupherusa nigriventris","Black-bellied Hummingbird","Trochilidae (Hummingbirds)","LC"
"1831","Phaeochroa cuvierii","Scaly-breasted Sabrewing","Trochilidae (Hummingbirds)","LC"
"1951","Saucerottia edward","Snowy-bellied Hummingbird","Trochilidae (Hummingbirds)","LC"
"31106","Amazilia tzacatl","Rufous-tailed Hummingbird","Trochilidae (Hummingbirds)","LC"
"1904","Chrysuronia coeruleogularis","Sapphire-throated Hummingbird","Trochilidae (Hummingbirds)","LC"
"32146","Chrysuronia humboldtii","Humboldt's Hummingbird","Trochilidae (Hummingbirds)","LC"
"1938","Polyerata amabilis","Blue-chested Hummingbird","Trochilidae (Hummingbirds)","LC"
"1939","Polyerata decora","Charming Hummingbird","Trochilidae (Hummingbirds)","LC"
"1909","Chlorestes eliciae","Blue-throated Goldentail","Trochilidae (Hummingbirds)","LC"
"1903","Chlorestes julie","Violet-bellied Hummingbird","Trochilidae (Hummingbirds)","LC"
"1320","Crotophaga major","Greater Ani","Cuculidae (Cuckoos)","LC"
"1321","Crotophaga ani","Smooth-billed Ani","Cuculidae (Cuckoos)","LC"
"1322","Crotophaga sulcirostris","Groove-billed Ani","Cuculidae (Cuckoos)","LC"
"1324","Tapera naevia","Striped Cuckoo","Cuculidae (Cuckoos)","LC"
"1326","Dromococcyx phasianellus","Pheasant Cuckoo","Cuculidae (Cuckoos)","LC"
"1017064","Neomorphus geoffroyi","Rufous-vented Ground-cuckoo","Cuculidae (Cuckoos)","VU"
"1314","Coccycua minuta","Little Cuckoo","Cuculidae (Cuckoos)","LC"
"1016979","Piaya cayana","Common Squirrel-cuckoo","Cuculidae (Cuckoos)","LC"
"1304","Coccyzus americanus","Yellow-billed Cuckoo","Cuculidae (Cuckoos)","LC"
"1306","Coccyzus minor","Mangrove Cuckoo","Cuculidae (Cuckoos)","LC"
"1303","Coccyzus erythropthalmus","Black-billed Cuckoo","Cuculidae (Cuckoos)","LC"
"2802","Heliornis fulica","Sungrebe","Heliornithidae (Finfoots)","LC"
"2839","Laterallus albigularis","White-throated Crake","Rallidae (Rails, Gallinules, Coots)","LC"
"2840","Laterallus exilis","Grey-breasted Crake","Rallidae (Rails, Gallinules, Coots)","LC"
"2841","Laterallus jamaicensis","Black Rail","Rallidae (Rails, Gallinules, Coots)","EN"
"2914","Laterallus flaviventer","Yellow-breasted Crake","Rallidae (Rails, Gallinules, Coots)","LC"
"1017067","Rallus elegans","King Rail","Rallidae (Rails, Gallinules, Coots)","NT"
"1017066","Rallus crepitans","Clapper Rail","Rallidae (Rails, Gallinules, Coots)","LC"
"1099022","Aramides cajaneus","Grey-cowled Wood-rail","Rallidae (Rails, Gallinules, Coots)","LC"
"2883","Aramides axillaris","Rufous-necked Wood-rail","Rallidae (Rails, Gallinules, Coots)","LC"
"2889","Amaurolimnas concolor","Uniform Crake","Rallidae (Rails, Gallinules, Coots)","LC"
"2918","Neocrex colombiana","Colombian Crake","Rallidae (Rails, Gallinules, Coots)","DD"
"2919","Neocrex erythrops","Paint-billed Crake","Rallidae (Rails, Gallinules, Coots)","LC"
"2920","Pardirallus maculatus","Spotted Rail","Rallidae (Rails, Gallinules, Coots)","LC"
"2905","Porzana carolina","Sora","Rallidae (Rails, Gallinules, Coots)","LC"
"2931","Porphyrio martinicus","Purple Gallinule","Rallidae (Rails, Gallinules, Coots)","LC"
"1017063","Gallinula galeata","Common Gallinule","Rallidae (Rails, Gallinules, Coots)","LC"
"1017068","Fulica americana","American Coot","Rallidae (Rails, Gallinules, Coots)","LC"
"2799","Aramus guarauna","Limpkin","Aramidae (Limpkin)","LC"
"3986","Hydrobates melania","Black Storm-petrel","Hydrobatidae (Northern Storm-petrels)","LC"
"3977","Hydrobates microsoma","Least Storm-petrel","Hydrobatidae (Northern Storm-petrels)","LC"
"3978","Hydrobates tethys","Wedge-rumped Storm-petrel","Hydrobatidae (Northern Storm-petrels)","LC"
"3911","Pterodroma hasitata","Black-capped Petrel","Procellariidae (Petrels, Shearwaters)","EN"
"3923","Procellaria parkinsoni","Black Petrel","Procellariidae (Petrels, Shearwaters)","VU"
"3933","Ardenna grisea","Sooty Shearwater","Procellariidae (Petrels, Shearwaters)","NT"
"1016943","Puffinus lherminieri","Audubon's Shearwater","Procellariidae (Petrels, Shearwaters)","LC"
"3824","Mycteria americana","Wood Stork","Ciconiidae (Storks)","LC"
"3807","Platalea ajaja","Roseate Spoonbill","Threskiornithidae (Ibises, Spoonbills)","LC"
"3785","Mesembrinibis cayennensis","Green Ibis","Threskiornithidae (Ibises, Spoonbills)","LC"
"3774","Eudocimus albus","White Ibis","Threskiornithidae (Ibises, Spoonbills)","LC"
"3777","Plegadis falcinellus","Glossy Ibis","Threskiornithidae (Ibises, Spoonbills)","LC"
"3751","Tigrisoma lineatum","Rufescent Tiger-heron","Ardeidae (Herons)","LC"
"3750","Tigrisoma fasciatum","Fasciated Tiger-heron","Ardeidae (Herons)","LC"
"3749","Tigrisoma mexicanum","Bare-throated Tiger-heron","Ardeidae (Herons)","LC"
"3740","Agamia agami","Agami Heron","Ardeidae (Herons)","VU"
"3748","Cochlearius cochlearius","Boat-billed Heron","Ardeidae (Herons)","LC"
"3759","Ixobrychus exilis","Least Bittern","Ardeidae (Herons)","LC"
"3742","Nycticorax nycticorax","Black-crowned Night-heron","Ardeidae (Herons)","LC"
"3741","Nyctanassa violacea","Yellow-crowned Night-heron","Ardeidae (Herons)","LC"
"1016802","Butorides striata","Green-backed Heron","Ardeidae (Herons)","LC"
"3730","Bubulcus ibis","Cattle Egret","Ardeidae (Herons)","LC"
"1101858","Ardea herodias","Great Blue Heron","Ardeidae (Herons)","LC"
"3718","Ardea cocoi","Cocoi Heron","Ardeidae (Herons)","LC"
"3728","Ardea alba","Great White Egret","Ardeidae (Herons)","LC"
"3714","Pilherodius pileatus","Capped Heron","Ardeidae (Herons)","LC"
"3705","Egretta tricolor","Tricolored Heron","Ardeidae (Herons)","LC"
"3707","Egretta caerulea","Little Blue Heron","Ardeidae (Herons)","LC"
"3711","Egretta thula","Snowy Egret","Ardeidae (Herons)","LC"
"32208","Pelecanus occidentalis","Brown Pelican","Pelecanidae (Pelicans)","LC"
"3843","Fregata magnificens","Magnificent Frigatebird","Fregatidae (Frigatebirds)","LC"
"3659","Sula leucogaster","Brown Booby","Sulidae (Gannets, Boobies)","LC"
"3655","Sula nebouxii","Blue-footed Booby","Sulidae (Gannets, Boobies)","LC"
"32652","Sula dactylatra","Masked Booby","Sulidae (Gannets, Boobies)","LC"
"3674","Nannopterum brasilianus","Neotropical Cormorant","Phalacrocoracidae (Cormorants)","LC"
"3660","Anhinga anhinga","Anhinga","Anhingidae (Darters)","LC"
"3093","Haematopus palliatus","American Oystercatcher","Haematopodidae (Oystercatchers)","LC"
"1016812","Himantopus himantopus","Black-winged Stilt","Recurvirostridae (Avocets, Stilts)","LC"
"3114","Pluvialis squatarola","Grey Plover","Charadriidae (Plovers)","LC"
"3113","Pluvialis dominica","American Golden Plover","Charadriidae (Plovers)","LC"
"3117","Charadrius semipalmatus","Semipalmated Plover","Charadriidae (Plovers)","LC"
"3120","Charadrius wilsonia","Wilson's Plover","Charadriidae (Plovers)","LC"
"3121","Charadrius vociferus","Killdeer","Charadriidae (Plovers)","LC"
"3134","Charadrius collaris","Collared Plover","Charadriidae (Plovers)","LC"
"3175","Vanellus chilensis","Southern Lapwing","Charadriidae (Plovers)","LC"
"3074","Jacana spinosa","Northern Jacana","Jacanidae (Jacanas)","LC"
"3075","Jacana jacana","Wattled Jacana","Jacanidae (Jacanas)","LC"
"3015","Bartramia longicauda","Upland Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3009","Numenius phaeopus","Whimbrel","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3006","Limosa fedoa","Marbled Godwit","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3034","Arenaria interpres","Ruddy Turnstone","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3041","Calidris canutus","Red Knot","Scolopacidae (Sandpipers, Snipes, Phalaropes)","NT"
"3039","Calidris virgata","Surfbird","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3058","Calidris himantopus","Stilt Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3042","Calidris alba","Sanderling","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3051","Calidris bairdii","Baird's Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3049","Calidris minutilla","Least Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3050","Calidris fuscicollis","White-rumped Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3059","Calidris subruficollis","Buff-breasted Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","NT"
"3052","Calidris melanotos","Pectoral Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3043","Calidris pusilla","Semipalmated Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","NT"
"3044","Calidris mauri","Western Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3036","Limnodromus griseus","Short-billed Dowitcher","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3037","Limnodromus scolopaceus","Long-billed Dowitcher","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"31052","Gallinago delicata","Wilson's Snipe","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3063","Steganopus tricolor","Wilson's Phalarope","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3028","Actitis macularius","Spotted Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3023","Tringa solitaria","Solitary Sandpiper","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3031","Tringa semipalmata","Willet","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3022","Tringa flavipes","Lesser Yellowlegs","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3021","Tringa melanoleuca","Greater Yellowlegs","Scolopacidae (Sandpipers, Snipes, Phalaropes)","LC"
"3294","Anous stolidus","Brown Noddy","Laridae (Gulls, Terns, Skimmers)","LC"
"3203","Rynchops niger","Black Skimmer","Laridae (Gulls, Terns, Skimmers)","LC"
"3253","Xema sabini","Sabine's Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3249","Larus pipixcan","Franklin's Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3248","Larus atricilla","Laughing Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3218","Larus delawarensis","Ring-billed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"1017057","Larus smithsonianus","Arctic Herring Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3288","Onychoprion fuscatus","Sooty Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3287","Onychoprion anaethetus","Bridled Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3278","Sternula antillarum","Least Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"1016873","Gelochelidon nilotica","Common Gull-billed Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3258","Hydroprogne caspia","Caspian Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3292","Chlidonias niger","Black Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3270","Sterna hirundo","Common Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3261","Thalasseus elegans","Elegant Tern","Laridae (Gulls, Terns, Skimmers)","NT"
"3265","Thalasseus sandvicensis","Sandwich Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3260","Thalasseus maximus","Royal Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3201","Stercorarius parasiticus","Arctic Jaeger","Stercorariidae (Skuas)","LC"
"3200","Stercorarius pomarinus","Pomarine Jaeger","Stercorariidae (Skuas)","LC"
"3195","Catharacta skua","Great Skua","Stercorariidae (Skuas)","LC"
"3199","Catharacta maccormicki","South Polar Skua","Stercorariidae (Skuas)","LC"
"2155","Tyto alba","Common Barn-owl","Tytonidae (Barn-owls)","LC"
"30140","Glaucidium costaricanum","Costa Rican Pygmy-owl","Strigidae (Typical Owls)","LC"
"30141","Glaucidium griseiceps","Central American Pygmy-owl","Strigidae (Typical Owls)","LC"
"2269","Glaucidium minutissimum","Least Pygmy-owl","Strigidae (Typical Owls)","LC"
"2270","Glaucidium brasilianum","Ferruginous Pygmy-owl","Strigidae (Typical Owls)","LC"
"2321","Asio clamator","Striped Owl","Strigidae (Typical Owls)","LC"
"2195","Megascops choliba","Tropical Screech-owl","Strigidae (Typical Owls)","LC"
"2198","Megascops clarkii","Bare-shanked Screech-owl","Strigidae (Typical Owls)","LC"
"1017025","Megascops vermiculatus","Vermiculated Screech-owl","Strigidae (Typical Owls)","LC"
"2257","Pulsatrix perspicillata","Spectacled Owl","Strigidae (Typical Owls)","LC"
"2256","Lophostrix cristata","Crested Owl","Strigidae (Typical Owls)","LC"
"2250","Ciccaba virgata","Mottled Owl","Strigidae (Typical Owls)","LC"
"2251","Ciccaba nigrolineata","Black-and-white Owl","Strigidae (Typical Owls)","LC"
"3818","Cathartes aura","Turkey Vulture","Cathartidae (New World vultures)","LC"
"3819","Cathartes burrovianus","Lesser Yellow-headed Vulture","Cathartidae (New World vultures)","LC"
"3820","Cathartes melambrotus","Greater Yellow-headed Vulture","Cathartidae (New World vultures)","LC"
"3817","Coragyps atratus","American Black Vulture","Cathartidae (New World vultures)","LC"
